farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status
FARM0133,Central USA,Cotton,13.71,5.7,19.44,236.71,67.9,8.13,Sprinkler,Inorganic,21.84,2024-02-25,2024-07-07,133,4354.36,SENS0133,2024-07-02,13.768623,89.954055,0.59,Moderate
FARM0134,South USA,Wheat,14.06,7.38,17.83,127.97,62.77,5.24,None,Inorganic,26.43,2024-02-24,2024-07-07,134,3809.79,SENS0134,2024-03-12,17.506602,86.203719,0.37,Moderate
FARM0135,North India,Rice,42.55,6.98,25.32,187.98,56.55,6.56,None,Organic,40.9,2024-03-06,2024-06-15,101,4561.92,SENS0135,2024-04-30,19.889559,84.747767,0.83,Severe
FARM0136,East Africa,Cotton,23.61,6.91,19.12,238.08,80.44,4.38,Drip,Mixed,13.41,2024-02-07,2024-06-05,119,2455.82,SENS0136,2024-05-02,31.565914,80.5543,0.68,Severe
FARM0137,East Africa,Cotton,30.55,6.2,31.91,204.34,80.69,8.24,Manual,Mixed,31.56,2024-03-05,2024-06-23,110,2471.45,SENS0137,2024-04-13,12.923723,77.466121,0.38,Severe
FARM0138,South USA,Soybean,14.83,6.27,18.72,208.88,74.67,7.87,Sprinkler,Mixed,12.51,2024-02-05,2024-05-16,101,3258.32,SENS0138,2024-04-02,25.485249,87.310445,0.87,Severe
FARM0139,South India,Rice,38.53,7.43,25.11,173.74,74.23,6.49,None,Inorganic,12.53,2024-03-01,2024-07-19,140,5044.23,SENS0139,2024-05-14,10.817377,74.496868,0.47,Severe
FARM0140,East Africa,Cotton,29.24,5.73,17.28,243.78,81.16,6.2,Drip,Mixed,24.86,2024-01-14,2024-04-19,96,4943.95,SENS0140,2024-04-06,28.783637,75.954179,0.9,Severe
FARM0141,Central USA,Maize,40.18,5.67,32.31,79.35,80.59,5.26,Manual,Mixed,32.46,2024-02-06,2024-06-14,129,2556.94,SENS0141,2024-03-29,30.338247,86.10881,0.64,Moderate
FARM0142,East Africa,Soybean,15.89,7.46,20.85,193.18,87.62,7.09,Drip,Organic,48.32,2024-02-02,2024-05-19,107,5468.19,SENS0142,2024-02-18,27.535663,72.653817,0.39,Moderate
FARM0143,South India,Cotton,27.13,6.65,20.37,153.56,62.6,7.8,Drip,Inorganic,28.2,2024-02-23,2024-07-21,149,5509.27,SENS0143,2024-06-18,33.756352,76.545786,0.3,None
FARM0144,South USA,Maize,39.75,7.09,22.95,292.03,81.24,6.97,Manual,Inorganic,20.2,2024-03-05,2024-07-09,126,5409.69,SENS0144,2024-06-13,18.593491,83.651039,0.33,None
FARM0145,South USA,Wheat,14.35,7.22,23.83,50.17,87.9,5.21,Sprinkler,Mixed,18.58,2024-02-03,2024-06-13,131,3441.74,SENS0145,2024-02-24,19.296094,88.076005,0.4,Severe
FARM0146,Central USA,Rice,25.02,5.68,16.9,103.36,43.9,7.56,None,Organic,5.36,2024-02-27,2024-06-03,97,5952.62,SENS0146,2024-04-21,27.350775,79.554005,0.44,None
FARM0147,North India,Wheat,20.97,7.26,17.74,243.37,77.66,4.8,Sprinkler,Organic,28.87,2024-01-20,2024-05-30,131,2656.47,SENS0147,2024-04-18,28.060801,82.561601,0.39,Severe
FARM0148,East Africa,Cotton,40.1,5.67,17.01,238.11,69.48,6.3,None,Inorganic,40.6,2024-01-09,2024-05-19,131,2336.99,SENS0148,2024-03-21,29.474241,83.809522,0.81,Moderate
FARM0149,South India,Soybean,31.24,5.88,22.84,211.54,79.19,8.76,Sprinkler,Inorganic,22.36,2024-01-16,2024-05-25,130,4375.72,SENS0149,2024-01-19,34.672063,88.678488,0.38,Severe
FARM0150,Central USA,Soybean,33.9,7.03,34.09,242.59,40.83,4.41,Manual,Organic,6.79,2024-01-26,2024-05-20,115,4026.44,SENS0150,2024-04-15,27.815727,85.3422,0.55,Severe
FARM0151,North India,Soybean,28.82,5.81,16.67,69.76,86.05,9.85,Sprinkler,Mixed,19.7,2024-03-21,2024-08-06,138,5338.11,SENS0151,2024-04-06,17.754237,78.749721,0.87,Mild
FARM0152,North India,Rice,13.02,6.37,24.07,202.21,55.46,8.45,Sprinkler,Organic,5.57,2024-01-23,2024-04-22,90,2655.33,SENS0152,2024-03-07,23.075134,85.659742,0.73,Mild
FARM0153,Central USA,Rice,36.24,7.25,29.66,79.51,84.99,6.01,None,Inorganic,28.57,2024-02-23,2024-06-28,126,4510.13,SENS0153,2024-04-26,21.379944,77.202478,0.6,Mild
FARM0154,Central USA,Rice,18.93,5.71,26.48,230.69,51.42,7.05,Drip,Organic,16.0,2024-02-12,2024-06-05,114,5680.91,SENS0154,2024-03-05,33.279002,87.149704,0.63,Severe
FARM0155,South India,Maize,18.69,7.33,21.4,256.5,68.58,4.72,Drip,Organic,15.04,2024-03-02,2024-06-25,115,2275.71,SENS0155,2024-04-30,31.650806,85.47055,0.49,None
FARM0156,East Africa,Cotton,10.28,5.9,26.28,125.98,71.14,6.78,None,Organic,37.96,2024-03-25,2024-08-12,140,2980.51,SENS0156,2024-03-26,33.309938,70.478205,0.62,None
FARM0157,Central USA,Wheat,36.56,6.25,29.76,126.88,50.26,9.9,None,Inorganic,48.25,2024-01-23,2024-05-09,107,2372.11,SENS0157,2024-02-21,32.432187,80.395184,0.72,Moderate
FARM0158,South USA,Wheat,30.33,6.51,27.74,148.59,69.59,4.37,Sprinkler,Organic,18.13,2024-02-26,2024-06-20,115,4802.9,SENS0158,2024-05-30,18.156289,79.055157,0.44,Mild
FARM0159,South India,Soybean,13.81,5.71,23.99,128.51,46.04,6.15,Sprinkler,Inorganic,18.87,2024-02-28,2024-06-04,97,2361.68,SENS0159,2024-05-25,17.605375,84.094096,0.66,Mild
FARM0160,Central USA,Rice,13.19,6.0,22.11,178.36,73.86,5.56,Sprinkler,Organic,47.84,2024-02-18,2024-07-04,137,4200.48,SENS0160,2024-03-13,21.551081,86.077935,0.38,None
FARM0161,North India,Rice,14.58,7.15,22.44,207.57,72.23,7.49,Manual,Organic,5.98,2024-01-07,2024-06-02,147,4583.95,SENS0161,2024-02-08,12.299466,86.945509,0.79,None
FARM0162,North India,Cotton,11.77,7.35,23.66,231.11,64.81,6.3,None,Organic,20.93,2024-01-09,2024-04-25,107,3784.05,SENS0162,2024-01-28,10.866236,82.383531,0.45,Moderate
FARM0163,South USA,Cotton,40.9,6.46,16.75,145.75,60.96,7.86,Sprinkler,Mixed,49.73,2024-03-26,2024-06-25,91,5957.61,SENS0163,2024-06-25,18.977803,80.890356,0.59,Moderate
FARM0164,South USA,Maize,16.29,6.14,19.38,273.94,78.93,4.35,None,Mixed,21.08,2024-03-08,2024-06-16,100,2400.54,SENS0164,2024-05-31,16.02882,80.673791,0.77,None
FARM0165,South India,Soybean,39.63,7.09,22.1,259.81,82.26,5.06,Manual,Mixed,36.39,2024-03-01,2024-07-14,135,4802.24,SENS0165,2024-04-06,24.077722,73.764673,0.89,Severe
FARM0166,East Africa,Maize,16.14,5.58,16.12,200.42,41.0,6.87,Manual,Mixed,14.07,2024-01-11,2024-05-25,135,2709.84,SENS0166,2024-04-02,11.488899,72.95424,0.72,Mild
FARM0167,North India,Soybean,40.12,7.42,22.47,285.48,59.78,4.61,Manual,Inorganic,11.14,2024-01-24,2024-06-22,150,3747.47,SENS0167,2024-05-27,26.229507,73.484053,0.88,Moderate
FARM0168,South India,Soybean,38.51,6.26,29.68,123.63,48.89,4.01,None,Mixed,6.46,2024-03-11,2024-08-06,148,5235.23,SENS0168,2024-05-06,25.991169,72.082205,0.6,Moderate
FARM0169,North India,Rice,22.14,6.14,27.72,290.77,81.08,8.02,Manual,Inorganic,5.51,2024-01-08,2024-05-21,134,2271.18,SENS0169,2024-03-13,29.6755,84.408272,0.33,Severe
FARM0170,South USA,Rice,40.96,6.49,22.57,186.51,45.07,6.88,Sprinkler,Organic,25.31,2024-01-10,2024-04-10,91,3274.87,SENS0170,2024-01-23,11.85501,73.402104,0.53,None
FARM0171,East Africa,Wheat,21.83,7.47,32.86,226.13,61.57,7.92,None,Organic,7.41,2024-02-07,2024-05-19,102,3637.12,SENS0171,2024-04-17,28.050953,84.59948,0.46,Moderate
FARM0172,Central USA,Rice,13.36,6.29,25.99,172.74,42.73,4.02,Drip,Inorganic,42.08,2024-03-20,2024-07-18,120,2798.7,SENS0172,2024-03-23,15.173825,82.763813,0.89,Severe
FARM0173,North India,Maize,37.47,6.44,32.9,116.25,72.09,6.33,Manual,Inorganic,21.62,2024-02-02,2024-05-18,106,3758.96,SENS0173,2024-03-06,15.656057,75.37124,0.34,None
FARM0174,North India,Maize,38.29,6.33,30.13,106.88,43.05,6.32,None,Mixed,35.92,2024-02-19,2024-07-14,146,2942.57,SENS0174,2024-05-05,11.973876,88.055544,0.73,Mild
FARM0175,North India,Cotton,16.05,7.47,34.44,252.12,46.31,6.54,None,Organic,49.88,2024-03-05,2024-07-26,143,4380.19,SENS0175,2024-05-25,32.770112,88.283479,0.34,Severe
FARM0176,East Africa,Cotton,29.32,7.21,25.39,279.29,40.62,8.2,None,Organic,23.65,2024-01-19,2024-05-25,127,4330.71,SENS0176,2024-02-13,33.123204,81.253675,0.36,Moderate
FARM0177,East Africa,Maize,40.73,6.03,28.1,193.01,63.65,5.03,None,Organic,32.82,2024-03-23,2024-07-16,115,2155.13,SENS0177,2024-07-14,31.973941,83.810275,0.33,Severe
FARM0178,Central USA,Maize,10.71,7.13,21.06,120.09,64.58,8.18,Drip,Organic,11.05,2024-03-15,2024-08-01,139,5303.29,SENS0178,2024-05-22,28.219985,82.099583,0.35,Severe
FARM0179,South India,Cotton,35.93,7.02,32.34,255.25,65.76,4.95,Manual,Mixed,27.81,2024-01-25,2024-06-17,144,4097.14,SENS0179,2024-02-01,14.343434,87.503611,0.42,None
FARM0180,South India,Wheat,25.98,7.34,29.09,118.49,81.18,7.03,Drip,Mixed,6.38,2024-02-16,2024-06-23,128,3784.41,SENS0180,2024-06-16,24.672006,76.995198,0.4,Moderate
FARM0181,North India,Maize,10.96,5.6,32.08,244.96,50.72,5.33,Sprinkler,Mixed,14.3,2024-03-14,2024-07-14,122,2080.21,SENS0181,2024-06-21,34.178459,83.643995,0.58,Mild
FARM0182,South India,Soybean,38.03,5.95,27.17,285.75,75.64,8.26,Manual,Inorganic,45.3,2024-02-15,2024-05-31,106,2872.84,SENS0182,2024-03-24,26.929904,86.486216,0.54,None
FARM0183,North India,Soybean,44.98,7.43,31.79,190.36,69.69,5.7,Drip,Inorganic,7.87,2024-02-21,2024-06-10,110,5445.97,SENS0183,2024-03-25,26.40299,89.043756,0.69,Mild
FARM0184,South India,Soybean,36.79,7.3,31.11,250.59,70.0,7.96,Sprinkler,Mixed,6.15,2024-02-10,2024-05-26,106,5627.65,SENS0184,2024-04-01,19.706873,70.70638,0.72,Mild
FARM0185,Central USA,Rice,34.02,6.78,24.51,285.17,57.92,5.8,Sprinkler,Mixed,44.44,2024-01-10,2024-04-15,96,3883.12,SENS0185,2024-04-13,16.466296,86.166877,0.76,Mild
FARM0186,Central USA,Wheat,17.78,5.95,32.43,155.12,84.34,6.23,Manual,Inorganic,43.3,2024-02-02,2024-06-26,145,4537.59,SENS0186,2024-02-20,21.805492,73.890876,0.37,Severe
FARM0187,East Africa,Maize,24.46,7.24,18.02,298.09,57.13,9.92,None,Organic,19.24,2024-03-06,2024-07-23,139,2323.25,SENS0187,2024-05-30,25.775819,73.536485,0.68,None
FARM0188,South USA,Maize,17.33,7.05,26.53,89.61,79.26,8.68,Sprinkler,Mixed,24.52,2024-02-13,2024-06-09,117,5861.31,SENS0188,2024-04-02,10.116728,80.675652,0.74,None
FARM0189,Central USA,Soybean,16.67,6.85,27.53,112.21,74.68,6.07,Sprinkler,Organic,22.26,2024-03-10,2024-06-18,100,2261.15,SENS0189,2024-03-15,17.455056,75.816556,0.74,Moderate
FARM0190,South USA,Rice,22.0,7.3,22.19,97.11,87.4,9.51,None,Organic,15.28,2024-03-05,2024-06-16,103,4936.31,SENS0190,2024-05-19,22.615839,72.46324,0.73,None
FARM0191,South USA,Maize,36.99,6.75,26.88,61.99,45.41,9.02,Drip,Mixed,10.21,2024-02-13,2024-05-20,97,4189.13,SENS0191,2024-04-13,27.546705,74.109898,0.71,None
FARM0192,Central USA,Cotton,33.16,6.82,20.4,201.41,46.86,8.98,Drip,Mixed,37.34,2024-01-10,2024-04-16,97,5139.04,SENS0192,2024-03-13,14.966167,73.994988,0.46,Mild
FARM0193,Central USA,Cotton,20.34,5.58,24.93,101.92,86.66,5.98,Drip,Organic,35.22,2024-01-27,2024-06-01,126,4676.09,SENS0193,2024-02-15,33.73615,85.590524,0.35,None
FARM0194,Central USA,Rice,25.99,7.45,20.28,62.52,80.66,9.24,Manual,Inorganic,41.07,2024-02-14,2024-06-30,137,2463.6,SENS0194,2024-02-25,10.241808,72.767889,0.69,Moderate
FARM0195,Central USA,Cotton,43.43,6.04,29.66,143.16,57.14,4.68,None,Inorganic,17.23,2024-02-23,2024-07-16,144,3912.98,SENS0195,2024-06-09,26.221162,85.938191,0.37,None
FARM0196,South India,Wheat,24.56,6.68,31.05,219.6,49.06,6.28,Manual,Mixed,6.3,2024-03-27,2024-08-10,136,5893.78,SENS0196,2024-04-29,22.076991,79.762456,0.83,Severe
FARM0197,North India,Wheat,19.16,6.13,29.09,219.48,78.38,7.46,Sprinkler,Mixed,44.29,2024-03-17,2024-07-29,134,4802.32,SENS0197,2024-04-10,20.821198,84.533039,0.59,Severe
FARM0198,South India,Soybean,41.22,6.73,15.23,283.59,65.28,6.82,None,Organic,8.37,2024-02-11,2024-05-26,105,3323.58,SENS0198,2024-03-17,11.258768,74.45413,0.69,Severe
FARM0199,South India,Wheat,26.07,7.1,23.96,264.15,62.35,4.71,None,Mixed,34.4,2024-01-13,2024-05-08,116,2143.33,SENS0199,2024-03-23,10.004243,71.817911,0.66,Moderate
FARM0200,East Africa,Soybean,17.24,6.84,34.01,140.84,42.71,5.34,None,Inorganic,30.21,2024-03-20,2024-07-18,120,4866.63,SENS0200,2024-05-05,27.897838,72.280467,0.76,Mild
FARM0201,North India,Maize,22.43,6.77,31.0,186.92,58.69,4.64,Sprinkler,Inorganic,11.32,2024-03-24,2024-08-07,136,3636.84,SENS0201,2024-05-28,25.271294,73.750868,0.86,Severe
FARM0202,South India,Cotton,38.86,5.88,21.76,239.29,42.33,7.8,Drip,Inorganic,25.58,2024-03-17,2024-06-23,98,5855.42,SENS0202,2024-03-17,23.259109,70.971432,0.86,Severe
FARM0203,East Africa,Rice,34.21,5.85,31.3,75.89,72.88,7.64,Manual,Mixed,44.66,2024-02-20,2024-07-17,148,4770.06,SENS0203,2024-04-23,16.839897,89.271871,0.88,Severe
FARM0204,South India,Rice,24.45,6.9,29.97,124.73,75.07,9.16,Sprinkler,Organic,14.44,2024-03-10,2024-07-21,133,3381.17,SENS0204,2024-04-12,34.533387,83.001728,0.87,Moderate
FARM0205,North India,Maize,29.68,6.67,33.85,227.53,73.71,9.36,Manual,Inorganic,41.37,2024-03-04,2024-06-03,91,3523.48,SENS0205,2024-03-10,26.756354,73.998048,0.75,Mild
FARM0206,Central USA,Maize,15.12,5.62,30.69,101.0,67.06,6.15,None,Organic,32.72,2024-03-24,2024-07-27,125,5459.37,SENS0206,2024-06-27,26.177986,77.777733,0.61,Moderate
FARM0207,North India,Cotton,23.56,7.41,34.52,128.16,67.61,4.08,Manual,Organic,32.93,2024-02-27,2024-06-10,104,5645.95,SENS0207,2024-05-27,27.738636,77.354822,0.65,Mild
FARM0208,South India,Maize,25.71,7.47,16.49,290.62,76.75,4.72,Drip,Inorganic,17.56,2024-02-05,2024-05-15,100,4335.94,SENS0208,2024-03-08,10.141128,79.326627,0.86,None
FARM0209,South India,Maize,30.89,7.05,27.51,260.78,55.06,8.74,Manual,Organic,40.28,2024-02-17,2024-05-31,104,5827.95,SENS0209,2024-04-23,11.704412,80.102807,0.55,Severe
FARM0210,North India,Maize,17.74,5.93,21.64,140.2,50.92,8.52,None,Mixed,42.07,2024-03-01,2024-06-06,97,4675.75,SENS0210,2024-04-27,16.008697,82.845287,0.85,Mild
FARM0211,North India,Maize,23.35,7.09,17.27,114.15,76.2,4.15,Manual,Mixed,41.13,2024-02-16,2024-05-18,92,3185.74,SENS0211,2024-05-09,14.81281,80.277894,0.87,Mild
FARM0212,East Africa,Soybean,10.26,5.63,28.41,243.4,83.25,6.55,Drip,Organic,29.2,2024-03-24,2024-08-10,139,3740.95,SENS0212,2024-04-11,28.672271,73.075092,0.58,Moderate
FARM0213,North India,Wheat,12.56,5.86,20.04,67.61,81.08,9.47,None,Inorganic,25.3,2024-02-14,2024-06-03,110,2067.56,SENS0213,2024-05-10,12.957644,70.117979,0.73,None
FARM0214,East Africa,Wheat,34.53,5.65,33.56,76.53,79.34,5.81,Drip,Inorganic,39.44,2024-02-13,2024-06-07,115,5288.49,SENS0214,2024-02-16,21.849692,80.669355,0.38,Severe
FARM0215,East Africa,Maize,43.6,5.79,28.55,278.54,79.75,8.38,Manual,Organic,29.91,2024-03-05,2024-06-10,97,2167.09,SENS0215,2024-05-17,24.916372,80.743041,0.87,Moderate
FARM0216,South India,Maize,17.41,7.31,32.03,85.61,49.2,7.7,Manual,Organic,10.16,2024-03-26,2024-07-30,126,5409.0,SENS0216,2024-07-12,28.776045,89.801528,0.63,None
FARM0217,Central USA,Wheat,18.77,5.89,26.61,287.88,57.86,8.03,Sprinkler,Organic,17.83,2024-01-07,2024-04-26,110,3943.44,SENS0217,2024-02-18,25.408561,76.11351,0.65,Moderate
FARM0218,Central USA,Cotton,15.9,6.13,30.71,228.05,72.04,5.66,Manual,Organic,35.58,2024-02-16,2024-06-14,119,3781.43,SENS0218,2024-05-25,17.636795,81.033437,0.41,None
FARM0219,Central USA,Rice,41.2,5.89,29.67,206.65,76.37,9.35,Drip,Mixed,31.05,2024-03-07,2024-08-02,148,2146.63,SENS0219,2024-05-12,23.586733,89.974564,0.58,Mild
FARM0220,Central USA,Cotton,17.82,7.04,29.66,122.75,63.24,7.06,None,Inorganic,27.6,2024-03-08,2024-07-30,144,5856.0,SENS0220,2024-04-19,28.930152,72.807414,0.4,Mild
FARM0221,South USA,Maize,11.41,7.02,19.63,116.09,51.7,8.01,Manual,Inorganic,26.14,2024-02-02,2024-05-04,92,5922.36,SENS0221,2024-03-14,12.580625,89.368828,0.68,Moderate
FARM0222,Central USA,Soybean,29.05,5.85,28.07,141.32,72.67,9.01,Manual,Inorganic,48.77,2024-01-17,2024-05-11,115,3411.59,SENS0222,2024-05-07,18.625808,85.853149,0.83,None
FARM0223,East Africa,Rice,25.4,5.96,25.29,120.2,47.51,4.94,Drip,Mixed,15.37,2024-02-24,2024-05-31,97,3926.07,SENS0223,2024-04-25,21.975529,81.815818,0.69,Severe
FARM0224,North India,Rice,11.51,6.65,18.22,207.39,41.96,7.43,Drip,Organic,16.62,2024-01-17,2024-05-11,115,4397.43,SENS0224,2024-03-29,25.940568,87.57018,0.74,Moderate
FARM0225,North India,Rice,25.72,7.49,32.35,92.64,81.52,7.61,Sprinkler,Mixed,34.68,2024-02-06,2024-06-21,136,4742.36,SENS0225,2024-06-01,24.913334,71.376858,0.53,Mild
FARM0226,North India,Wheat,17.08,7.22,25.09,154.95,47.48,4.58,None,Mixed,31.99,2024-03-17,2024-08-02,138,2470.07,SENS0226,2024-07-18,26.484815,88.039695,0.62,None
FARM0227,South USA,Soybean,24.72,7.25,28.95,157.24,86.92,6.89,None,Inorganic,31.51,2024-03-25,2024-08-15,143,4786.83,SENS0227,2024-04-19,20.637235,75.090361,0.76,None
FARM0228,Central USA,Soybean,40.69,6.32,18.78,227.29,79.47,7.47,Drip,Mixed,5.32,2024-03-07,2024-07-19,134,5217.15,SENS0228,2024-06-19,19.056745,73.095572,0.69,Moderate
FARM0229,Central USA,Soybean,24.82,6.23,20.51,220.15,77.75,6.48,None,Organic,21.66,2024-03-16,2024-06-30,106,5954.03,SENS0229,2024-05-28,18.608908,84.109892,0.74,None
FARM0230,South India,Cotton,37.41,7.4,17.01,177.09,79.3,8.81,Drip,Organic,22.51,2024-03-01,2024-07-20,141,2364.35,SENS0230,2024-04-07,21.791717,82.004909,0.35,Moderate
FARM0231,South India,Maize,12.8,5.58,22.69,296.11,70.7,7.13,Drip,Organic,33.81,2024-02-01,2024-05-13,102,5402.27,SENS0231,2024-05-13,22.953832,73.89493,0.77,Mild
FARM0232,East Africa,Rice,33.59,6.22,28.1,293.91,44.34,5.66,None,Inorganic,35.13,2024-02-19,2024-05-31,102,4070.97,SENS0232,2024-05-23,27.590548,88.383548,0.63,Moderate
FARM0233,Central USA,Maize,17.92,7.43,24.1,150.99,40.23,5.05,Drip,Mixed,8.26,2024-02-11,2024-07-10,150,2468.04,SENS0233,2024-06-21,33.917734,87.522261,0.79,Moderate
FARM0234,South USA,Cotton,29.71,7.04,30.15,290.31,62.94,6.76,Drip,Inorganic,10.23,2024-01-13,2024-05-22,130,5154.62,SENS0234,2024-03-09,26.922824,74.598603,0.49,Moderate
FARM0235,East Africa,Soybean,10.34,7.16,19.97,73.25,73.68,8.93,Drip,Mixed,46.91,2024-02-11,2024-06-02,112,2874.26,SENS0235,2024-04-24,16.726895,88.942362,0.71,Mild
FARM0236,South USA,Rice,18.22,5.98,20.31,107.3,81.75,9.02,Manual,Organic,40.05,2024-01-03,2024-05-15,133,5823.12,SENS0236,2024-05-08,25.345674,85.284884,0.62,None
FARM0237,South USA,Maize,31.72,6.48,34.71,274.25,83.44,6.94,Manual,Inorganic,14.99,2024-03-05,2024-06-06,93,4102.94,SENS0237,2024-04-28,21.958002,80.815359,0.6,Severe
FARM0238,South India,Cotton,44.18,6.9,24.2,222.3,40.59,5.26,Drip,Inorganic,21.27,2024-02-06,2024-06-10,125,3051.4,SENS0238,2024-03-11,21.783634,82.261681,0.52,Severe
FARM0239,South USA,Rice,24.67,7.0,22.3,150.15,62.54,7.43,Sprinkler,Organic,37.44,2024-01-18,2024-05-14,117,5425.23,SENS0239,2024-02-12,13.646093,89.182958,0.39,None
FARM0240,South India,Cotton,27.49,7.49,31.99,179.25,76.03,8.71,Manual,Inorganic,30.3,2024-03-02,2024-06-25,115,2395.9,SENS0240,2024-03-22,11.500909,86.276361,0.59,None
FARM0241,South USA,Maize,19.09,6.22,26.15,252.5,57.21,6.47,Manual,Mixed,48.34,2024-01-19,2024-05-24,126,4599.46,SENS0241,2024-03-27,14.363471,85.606182,0.51,Severe
FARM0242,South USA,Wheat,23.34,6.07,27.63,86.21,48.38,8.85,Manual,Inorganic,33.41,2024-03-13,2024-08-04,144,5628.29,SENS0242,2024-04-02,14.049987,74.564359,0.49,Moderate
FARM0243,Central USA,Soybean,32.56,6.04,23.9,265.7,58.16,7.52,None,Inorganic,12.53,2024-01-05,2024-05-20,136,2938.51,SENS0243,2024-03-09,33.510933,84.013939,0.35,Mild
FARM0244,South USA,Wheat,13.34,7.37,24.46,63.46,78.55,7.14,Drip,Organic,16.81,2024-01-03,2024-05-13,131,5726.36,SENS0244,2024-04-11,17.734266,74.94793,0.47,Mild
FARM0245,South India,Soybean,39.35,5.56,28.27,265.09,56.26,6.86,Manual,Mixed,25.02,2024-03-18,2024-06-27,101,4363.32,SENS0245,2024-05-15,25.776188,82.717023,0.64,Moderate
FARM0246,Central USA,Cotton,28.89,7.11,23.84,141.45,52.99,5.82,Drip,Mixed,41.69,2024-01-12,2024-04-29,108,3876.79,SENS0246,2024-01-13,27.194249,79.838633,0.75,Moderate
FARM0247,North India,Cotton,37.93,6.69,30.94,187.05,49.43,9.29,None,Inorganic,16.25,2024-03-24,2024-08-02,131,3558.89,SENS0247,2024-06-28,15.514811,71.584195,0.68,Moderate
FARM0248,Central USA,Soybean,38.31,6.33,32.07,95.6,54.48,7.82,None,Inorganic,36.52,2024-02-07,2024-05-27,110,2077.58,SENS0248,2024-02-13,34.242905,70.442618,0.88,Moderate
FARM0249,Central USA,Rice,35.03,6.95,19.66,87.67,64.68,6.05,Manual,Inorganic,49.91,2024-02-23,2024-07-12,140,2126.95,SENS0249,2024-03-14,31.088657,89.032881,0.33,Severe
FARM0250,North India,Soybean,26.46,5.88,31.83,254.31,81.41,4.73,Sprinkler,Inorganic,39.71,2024-02-08,2024-06-24,137,5978.14,SENS0250,2024-03-29,21.520866,85.419919,0.61,Mild
FARM0251,South USA,Cotton,33.85,6.12,21.46,207.29,42.11,9.62,Drip,Inorganic,26.66,2024-02-07,2024-05-30,113,5550.08,SENS0251,2024-05-27,26.66737,89.465481,0.44,Severe
FARM0252,Central USA,Wheat,15.86,6.05,17.39,247.29,40.45,4.25,None,Mixed,31.83,2024-02-25,2024-05-30,95,2994.89,SENS0252,2024-04-28,12.285039,82.372897,0.86,None
FARM0253,North India,Maize,32.56,6.9,30.83,81.46,51.63,9.89,Manual,Inorganic,37.99,2024-01-23,2024-05-16,114,3432.67,SENS0253,2024-02-09,16.267406,70.789771,0.72,Moderate
FARM0254,East Africa,Cotton,16.64,5.87,21.95,233.1,53.77,8.99,Sprinkler,Organic,28.9,2024-02-10,2024-07-01,142,3053.4,SENS0254,2024-05-13,21.351974,85.518358,0.6,Mild
FARM0255,North India,Soybean,39.99,7.05,19.78,230.25,72.91,7.23,None,Organic,28.58,2024-02-25,2024-06-29,125,2616.53,SENS0255,2024-04-01,18.065001,82.818079,0.37,None
FARM0256,North India,Rice,16.25,5.56,17.14,97.9,41.59,7.85,None,Mixed,27.05,2024-03-23,2024-07-28,127,3023.75,SENS0256,2024-06-24,15.51807,84.356904,0.31,Mild
FARM0257,South USA,Wheat,26.38,6.78,22.22,235.87,84.52,8.93,Drip,Mixed,16.96,2024-01-24,2024-04-27,94,5337.83,SENS0257,2024-02-02,33.615087,89.211735,0.36,Mild
FARM0258,East Africa,Cotton,16.63,6.55,19.98,206.33,48.94,8.5,None,Mixed,9.75,2024-03-19,2024-07-09,112,4697.97,SENS0258,2024-06-16,26.631059,87.65648,0.4,Mild
FARM0259,East Africa,Cotton,27.66,6.82,25.68,199.98,86.68,9.41,Manual,Inorganic,23.56,2024-03-14,2024-08-03,142,4903.47,SENS0259,2024-05-14,24.078618,74.278563,0.76,Moderate
FARM0260,Central USA,Cotton,25.66,6.29,29.53,295.74,69.79,7.11,Manual,Organic,18.52,2024-01-07,2024-05-30,144,3259.62,SENS0260,2024-03-17,32.977802,80.22543,0.64,Mild
FARM0261,North India,Wheat,26.11,5.81,20.3,272.41,52.49,5.54,Manual,Organic,30.67,2024-03-07,2024-07-21,136,2308.81,SENS0261,2024-05-29,29.822605,73.45805,0.8,None
FARM0262,East Africa,Maize,11.31,7.12,22.63,245.03,86.09,6.01,None,Inorganic,46.86,2024-01-28,2024-06-15,139,2906.87,SENS0262,2024-01-30,25.847178,82.643872,0.33,None
FARM0263,Central USA,Soybean,29.77,6.15,28.96,88.3,73.68,9.98,None,Mixed,30.89,2024-01-08,2024-05-04,117,3159.13,SENS0263,2024-02-27,13.70031,76.723364,0.59,None
FARM0264,East Africa,Cotton,19.19,6.3,23.69,224.47,78.1,6.89,Sprinkler,Inorganic,22.79,2024-03-07,2024-07-10,125,4463.99,SENS0264,2024-06-09,23.106195,74.846302,0.46,Severe
FARM0265,Central USA,Soybean,13.14,6.84,23.47,137.08,56.04,7.56,Drip,Inorganic,12.62,2024-02-20,2024-07-11,142,5960.64,SENS0265,2024-06-12,25.579554,78.809268,0.85,Mild
